site_name,site_id,circuit_purpose,circuit_provider,circuit_speed,circuit_cost,circuit_ip,status,data_source,meraki_wan1_provider,meraki_wan1_speed,meraki_wan1_ip,wan1_arin_provider,meraki_wan2_provider,meraki_wan2_speed,meraki_wan2_ip,wan2_arin_provider,has_meraki_device,has_dt_tag,exclusion_reason,provider_match,wan1_arin_match,wan2_arin_match,would_get_dsr_badge
AZP 22,AZP 22,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,70.177.10.244,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,70.177.10.244,Cox Communications,EB2-Centurylink DSL,100.0M x 10.0M,65.103.195.225,"Ocotillo Technologies, Inc.",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 22,AZP 22- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,65.103.195.225,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,70.177.10.244,Cox Communications,EB2-Centurylink DSL,100.0M x 10.0M,65.103.195.225,"Ocotillo Technologies, Inc.",Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 23,AZP 23,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.172.81.76,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,72.212.131.138,Cox Communications,Digi,Cell,192.168.2.139,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 24,AZP 24,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.212.133.26,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,72.212.133.26,Cox Communications,EB2-Centurylink DSL,100.0M x 10.0M,65.103.195.249,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 24,AZP 24 -B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,65.103.195.249,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,72.212.133.26,Cox Communications,EB2-Centurylink DSL,100.0M x 10.0M,65.103.195.249,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 25,AZP 25,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.174.253.101,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.174.253.101,Cox Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 26,AZP 26,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,70.175.19.222,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,70.175.19.222,Cox Communications,EB2-Centurylink DSL,100.0M x 10.0M,216.161.167.41,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 26,AZP 26- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,216.161.167.41,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,70.175.19.222,Cox Communications,EB2-Centurylink DSL,100.0M x 10.0M,216.161.167.41,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 27,AZP 27,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.14.223.218,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,68.14.223.218,Cox Communications,CenturyLink/Qwest,40.0M x 20.0M,65.101.24.225,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 27,AZP 27,Secondary,CenturyLink/Qwest,40.0M x 20.0M,119.99,65.101.24.225,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,68.14.223.218,Cox Communications,CenturyLink/Qwest,40.0M x 20.0M,65.101.24.225,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 28,AZP 28,Primary,Cox Business/BOI,500.0M x 50.0M,342.23,98.174.246.37,Enabled,csv_import,Cox Business/BOI,500.0M x 50.0M,98.174.246.37,Cox Communications,CenturyLink/Qwest,140.0M x 20.0M,63.228.128.81,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 28,AZP 28,Secondary,CenturyLink/Qwest,140.0M x 20.0M,189.99,63.228.128.81,Enabled,csv_import,Cox Business/BOI,500.0M x 50.0M,98.174.246.37,Cox Communications,CenturyLink/Qwest,140.0M x 20.0M,63.228.128.81,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 29,AZP 29,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.187.210.108,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,184.187.210.108,Cox Communications,EB2-Lumen DSL,140.0M x 20.0M,67.40.65.73,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 29,AZP 29- B,Secondary,EB2-Lumen DSL,140.0M x 20.0M,151.00,67.40.65.73,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,184.187.210.108,Cox Communications,EB2-Lumen DSL,140.0M x 20.0M,67.40.65.73,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 30,AZP 30,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.215.195.100,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,72.215.195.100,Cox Communications,EB2-Centurylink DSL,100.0M x 10.0M,216.161.167.57,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 30,AZP 30- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,216.161.167.57,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,72.215.195.100,Cox Communications,EB2-Centurylink DSL,100.0M x 10.0M,216.161.167.57,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 31,AZP 31,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.250.117.149,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,24.250.117.149,Cox Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 32,AZP 32,Primary,Cox Business/BOI,200.0M x 20.0M,217.78,184.187.215.58,Enabled,csv_import,Cox Business/BOI,200.0M x 20.0M,184.187.215.58,Cox Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 33,AZP 33,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.212.138.164,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,72.212.138.164,Cox Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 34,AZP 34,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,70.175.19.221,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,70.175.19.221,Cox Communications,Starlink,Satellite,143.105.158.79,"SpaceX Services, Inc.",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 35,AZP 35,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.188.109.66,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,184.188.109.66,Cox Communications,Verizon Business,Cell,166.248.10.35,Verizon,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
AZP 36,AZP 36,Primary,Wyyerd Fiber,2000.0M x 2000.0M,750.00,NaN,Enabled,csv_import,Wyyerd Fiber,2000.0M x 2000.0M,38.77.163.7,ZONA COMMUNICATIONS,Starlink,Satellite,143.105.158.113,"SpaceX Services, Inc.",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 37,AZP 37,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.14.208.68,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,68.14.208.68,Cox Communications,CenturyLink/Qwest ,60.0M x 5.0M,65.101.37.57,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 37,AZP 37,Secondary,CenturyLink/Qwest ,60.0M x 5.0M,189.99,65.101.37.57,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,68.14.208.68,Cox Communications,CenturyLink/Qwest ,60.0M x 5.0M,65.101.37.57,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 38,AZP 38,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.190.138.162,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.190.138.162,Cox Communications,Digi,Cell,192.168.2.147,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 39,AZP 39,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.190.130.72,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.190.130.72,Cox Communications,Digi,Cell,192.168.2.162,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 41,,Primary,AT&T,,830.78,,Enabled,Non-DSR,AT&T,,12.111.1.74,AT&T,Starlink,Satellite,143.105.158.34,"SpaceX Services, Inc.",Yes,Yes,Not from CSV import,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
AZP 42,AZP 42,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.249.183.88,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,24.249.183.88,Cox Communications,Digi,Cell,192.168.2.160,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 43,AZP 43,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.250.112.162,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,24.250.112.162,Cox Communications,CenturyLink ,80.0M x 10.0M,63.226.59.241,"CenturyLink Communications, LLC",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
AZP 43,AZP 43,Secondary,CenturyLink ,80.0M x 10.0M,139.99,63.226.59.241,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,24.250.112.162,Cox Communications,CenturyLink ,80.0M x 10.0M,63.226.59.241,"CenturyLink Communications, LLC",Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
AZP 44,AZP 44,Secondary,CenturyLink/Embarq,100.0M x 10.0M,139.99,63.226.63.17,Enabled,csv_import,CenturyLink,100.0M x 10.0M,63.226.63.17,CenturyLink,Digi,Cell,192.168.2.247,Private IP,Yes,Yes,Eligible,Partial match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 45,AZP 45,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.188.208.14,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,184.188.208.14,Cox Communications,Starlink,Satellite,143.105.158.77,"SpaceX Services, Inc.",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 46,AZP 46,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.191.115.174,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.174.202.87,Cox Communications,EB2-Centurylink DSL,140.0M x 20.0M,216.161.165.105,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 46,AZP 46- B,Secondary,EB2-Centurylink DSL,140.0M x 20.0M,151.00,216.161.165.105,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.174.202.87,Cox Communications,EB2-Centurylink DSL,140.0M x 20.0M,216.161.165.105,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 47,AZP 47,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.250.126.108,Enabled,csv_import,Cox Business/BOI,300.0M x 50.0M,24.250.126.108,Cox Communications,CenturyLink,10.0M x 1.0M,70.56.190.49,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
AZP 48,AZP 48,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.174.240.92,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.174.240.92,Cox Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 49,AZP 49,Primary,CenturyLink/Qwest,12.0M x 2.0M,89.99,65.101.21.49,Enabled,csv_import,CenturyLink/Qwest,12.0M x 2.0M,65.101.21.49,CenturyLink Communications,Digi,Cell,192.168.2.229,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 50,AZP 50,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.212.146.133,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,72.212.146.133,Cox Communications,Verizon Business,Cell,166.253.101.25,Verizon,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
AZP 51,AZP 51,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,174.79.51.123,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,174.79.51.123,Cox Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 53,AZP 53,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.212.135.50,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,72.212.135.50,Cox Communications,Digi,Cell,192.168.2.220,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 54,AZP 54,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,174.66.126.100,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,174.66.126.100,Cox Communications,CenturyLink/Qwest,100.0M x 10.0M,216.161.165.161,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 54,AZP 54,Secondary,CenturyLink/Qwest,100.0M x 10.0M,149.99,216.161.165.161,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,174.66.126.100,Cox Communications,CenturyLink/Qwest,100.0M x 10.0M,216.161.165.161,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 55,AZP 55,Primary,CenturyLink Fiber Plus,500.0M x 500.0M,607.60,204.132.235.26,Enabled,csv_import,CenturyLink Fiber Plus,500.0M x 500.0M,204.132.235.26,CenturyLink,Digi,Cell,192.168.2.100,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 57,AZP 57,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.191.119.115,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,68.10.39.14,Cox Communications,VZW Cell,Cell,100.119.151.7,Internet Assigned Numbers Authority,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 58,AZP 58,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.194.165.206,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,72.194.165.206,Cox Communications,Digi,Cell,192.168.2.171,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 59,AZP 59,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,70.175.31.234,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,70.175.31.234,Cox Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 60,AZP 60,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,74.84.70.98,Enabled,csv_import,Mediacom Communications Corporation,1000.0M x 30.0M,74.84.70.98,Mediacom Communications Corporation,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Partial match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 61,AZP 61,Primary,Cox Business/BOI,200.0M x 20.0M,217.78,72.194.182.2,Enabled,csv_import,Cox Business/BOI,200.0M x 20.0M,72.194.182.2,Cox Communications,Digi,Cell,192.168.2.159,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZP 62,AZP 62,Primary,Cox Business/BOI ,300.0M x 30.0M,266.67,174.79.57.162,Enabled,csv_import,,,98.163.139.45,Cox Communications,Digi,Cell,192.168.2.246,Private IP,Yes,Yes,Eligible,Partial match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZS 01,AZS 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.190.144.243,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.190.144.243,Cox Communications,Digi,Cell,192.168.2.138,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZT 01,AZT 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.194.173.124,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,72.194.173.124,Cox Communications,Digi,Cell,192.168.2.206,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZT 02,AZT 02,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.98.215.100,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,68.98.215.100,Cox Communications,EB2-Centurylink DSL,100.0M x 10.0M,65.100.99.25,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZT 02,AZT 02- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,65.100.99.25,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,68.98.215.100,Cox Communications,EB2-Centurylink DSL,100.0M x 10.0M,65.100.99.25,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZT 03,AZT 03,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.183.13.237,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,184.183.13.237,Cox Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZT 06,AZT 06,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.208.236.45,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,50.208.236.45,Comcast,Digi,Cell,192.168.2.197,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZT 07,AZT 07,Primary,Cox Business,200.0M x 200.0M,435.00,72.214.214.230,Enabled,csv_import,Cox Business,200.0M x 200.0M,72.214.214.230,Cox Communications,Starlink,Satellite,143.105.158.129,"SpaceX Services, Inc.",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZT 09,AZT 09,Primary,Comcast Workplace,600.0M x 35.0M,234.45,75.146.134.225,Enabled,csv_import,Comcast Workplace,750.0M x 35.0M,75.146.134.225,Comcast,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZT 10,AZT 10,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.190.145.73,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.190.145.73,Cox Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZT 11,AZT 11,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.248.113.137,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,50.248.113.137,Comcast,VZW Cell,Cell,,,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,No WAN2 ARIN data,Yes
AZT 12,AZT 12,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.164.141.100,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.164.141.100,Cox Communications,Lumen Qwest,100.0M x 10.0M,192.168.0.4,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZT 12,AZT 12,Secondary,Lumen Qwest,100.0M x 10.0M,139.99,63.227.80.161,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.164.141.100,Cox Communications,Lumen Qwest,100.0M x 10.0M,192.168.0.4,Private IP,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZT 13,AZT 13,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.98.221.146,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,68.98.221.146,Cox Communications,GTT/ESA2 ADSL,60.0M x 5.0M,67.41.31.9,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZT 13,AZT 13,Secondary,GTT/ESA2 ADSL,12.0M x 1.0M,192.56,67.41.31.9,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,68.98.221.146,Cox Communications,GTT/ESA2 ADSL,60.0M x 5.0M,67.41.31.9,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
AZT 14,AZT 14,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.14.243.158,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,68.14.243.158,Cox Communications,"Login, Inc.",100.0M x 20.0M,204.17.35.54,"Login, Inc.",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
AZT 14,AZT 14 -B,Secondary,Login,100.0M x 20.0M,450.00,204.17.35.54,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,68.14.243.158,Cox Communications,"Login, Inc.",100.0M x 20.0M,204.17.35.54,"Login, Inc.",Yes,Yes,Eligible,No match,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,No
AZY 01,AZY 01,Primary,Spectrum,600.0M x 35.0M,172.23,74.62.234.182,Enabled,csv_import,Spectrum,600.0M x 35.0M,74.62.234.182,Charter Communications,Digi,Cell,10.0.0.2,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
AZY 02,AZY 02,Primary,Spectrum,600.0M x 35.0M,244.45,76.79.115.26,Enabled,csv_import,Allo Communications,1000.0M x 1000.0M,170.64.15.200,Customer Static IP Range at YUM02,Spectrum,1000.0M x 1000.0M,76.79.115.26,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
AZY 02,AZY 02- B,Secondary,Allo Communications,1000.0M x 1000.0M,264.00,170.64.15.200,Enabled,csv_import,Allo Communications,1000.0M x 1000.0M,170.64.15.200,Customer Static IP Range at YUM02,Spectrum,1000.0M x 1000.0M,76.79.115.26,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
CAL000,CAL000,Primary,Frontier FIOS,500.0M x 500.0M,59.99,47.180.93.139,Enabled,csv_import,,,,,,,,,No,No,No Meraki device,No match,No WAN1 ARIN data,No WAN2 ARIN data,No
CAL000,CAL000 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,98.152.193.10,Enabled,csv_import,,,,,,,,,No,No,No Meraki device,No match,No WAN1 ARIN data,No WAN2 ARIN data,No
CAL 01,CAL 01,Primary,Spectrum,600.0M x 35.0M,172.23,76.83.31.54,Enabled,csv_import,Spectrum,600.0M x 35.0M,76.83.31.54,Charter Communications,EB2-Frontier Fiber,500.0M x 500.0M,47.180.162.176,Frontier Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
CAL 01,CAL 01 -B,Secondary,EB2-Frontier Fiber,500.0M x 500.0M,245.00,47.180.162.176,Enabled,csv_import,Spectrum,600.0M x 35.0M,76.83.31.54,Charter Communications,EB2-Frontier Fiber,500.0M x 500.0M,47.180.162.176,Frontier Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
CAL 02,CAL 02,Primary,Spectrum,600.0M x 35.0M,244.45,137.27.244.230,Enabled,csv_import,Spectrum,600.0M x 35.0M,137.27.244.230,Charter Communications,Frontier MetroFiber,100.0M x 100.0M,47.176.36.66,Frontier Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
CAL 02,CAL 02- B,Secondary,Frontier MetroFiber,100.0M x 100.0M,530.00,47.176.36.66,Enabled,csv_import,Spectrum,600.0M x 35.0M,137.27.244.230,Charter Communications,Frontier MetroFiber,100.0M x 100.0M,47.176.36.66,Frontier Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
CAL 03,CAL 03,Primary,GTT Ethernet,50.0M x 10.0M,177.66,47.180.197.231,Enabled,csv_import,GTT Ethernet,200.0M x 200.0M,47.180.197.231,Frontier Communications,AT&T Cell,Cell,192.168.2.124,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
